Order Date,Order ID,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,ProfitorLoss,Prof Percentage,IsDiscounted
14-09-2020,CA-2017-156237,First Class,PS-18760,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10000301,Office Supplies,Binders,3.882,2,0.7,-2.588,Loss,-66.66666667,TRUE
14-09-2020,CA-2017-156237,First Class,PS-18760,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002372,Furniture,Chairs,113.372,2,0.3,-29.1528,Loss,-25.71428571,TRUE
14-09-2020,CA-2017-156237,First Class,PS-18760,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003707,Office Supplies,Binders,18.312,4,0.7,-12.208,Loss,-66.66666667,TRUE
14-09-2020,CA-2017-156237,First Class,PS-18760,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001057,Furniture,Furnishings,127.936,8,0.2,4.7976,Profit,3.75,TRUE
14-09-2020,CA-2017-156237,First Class,PS-18760,Consumer,Philadelphia,Pennsylvania,East,TEC-MA-10001681,Technology,Machines,241.17,2,0.7,-168.819,Loss,-70,TRUE
14-09-2020,CA-2017-115882,First Class,DB-13555,Corporate,Raleigh,North Carolina,South,OFF-AP-10002534,Office Supplies,Appliances,942.784,4,0.2,94.2784,Profit,10,TRUE
14-09-2020,CA-2017-115882,First Class,DB-13555,Corporate,Raleigh,North Carolina,South,OFF-PA-10001125,Office Supplies,Paper,74.352,3,0.2,23.235,Profit,31.25,TRUE
14-09-2020,CA-2017-152975,First Class,RB-19705,Home Office,New York City,New York,East,TEC-PH-10004586,Technology,Phones,1079.85,3,0,323.955,Profit,30,FALSE
14-09-2020,CA-2017-152975,First Class,RB-19705,Home Office,New York City,New York,East,OFF-ST-10001370,Office Supplies,Storage,70.98,1,0,3.549,Profit,5,FALSE
14-09-2020,CA-2017-152975,First Class,RB-19705,Home Office,New York City,New York,East,OFF-AR-10001988,Office Supplies,Art,29.95,5,0,8.6855,Profit,29,FALSE
14-09-2020,CA-2017-152975,First Class,RB-19705,Home Office,New York City,New York,East,FUR-CH-10003298,Furniture,Chairs,589.41,5,0.1,-6.549,Loss,-1.111111111,TRUE
14-09-2020,CA-2017-108931,Standard Class,HZ-14950,Consumer,New York City,New York,East,OFF-PA-10002741,Office Supplies,Paper,8.56,2,0,3.852,Profit,45,FALSE
14-09-2020,CA-2017-108931,Standard Class,HZ-14950,Consumer,New York City,New York,East,OFF-PA-10003845,Office Supplies,Paper,11.56,2,0,5.6644,Profit,49,FALSE
14-09-2020,CA-2017-130302,Standard Class,CY-12745,Corporate,Springfield,Ohio,East,TEC-AC-10002001,Technology,Accessories,895.944,7,0.2,190.3881,Profit,21.25,TRUE
15-09-2020,CA-2017-130043,Standard Class,BB-11545,Corporate,Houston,Texas,Central,OFF-PA-10002230,Office Supplies,Paper,31.872,8,0.2,11.5536,Profit,36.25,TRUE
15-09-2020,CA-2017-163020,Standard Class,MO-17800,Home Office,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,35.56,7,0,12.0904,Profit,34,FALSE
15-09-2020,CA-2017-132353,First Class,DB-13060,Consumer,Chicago,Illinois,Central,TEC-PH-10004536,Technology,Phones,323.976,3,0.2,20.2485,Profit,6.25,TRUE
15-09-2020,CA-2017-121888,Second Class,CL-11890,Consumer,Everett,Massachusetts,East,TEC-PH-10000439,Technology,Phones,39.99,1,0,11.5971,Profit,29,FALSE
15-09-2020,CA-2017-121888,Second Class,CL-11890,Consumer,Everett,Massachusetts,East,OFF-AR-10003478,Office Supplies,Art,16.28,2,0,6.512,Profit,40,FALSE
15-09-2020,CA-2017-121888,Second Class,CL-11890,Consumer,Everett,Massachusetts,East,FUR-BO-10002545,Furniture,Bookcases,782.94,3,0,203.5644,Profit,26,FALSE
15-09-2020,CA-2017-121888,Second Class,CL-11890,Consumer,Everett,Massachusetts,East,OFF-BI-10001765,Office Supplies,Binders,242.48,7,0,116.3904,Profit,48,FALSE
15-09-2020,US-2017-163300,Standard Class,ES-14020,Consumer,Los Angeles,California,West,OFF-BI-10004390,Office Supplies,Binders,2357.488,7,0.2,884.058,Profit,37.5,TRUE
15-09-2020,US-2017-163300,Standard Class,ES-14020,Consumer,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,369.544,7,0.2,32.3351,Profit,8.75,TRUE
15-09-2020,US-2017-163300,Standard Class,ES-14020,Consumer,Los Angeles,California,West,FUR-CH-10003396,Furniture,Chairs,184.752,3,0.2,-20.7846,Loss,-11.25,TRUE
15-09-2020,CA-2017-145737,Standard Class,AB-10165,Consumer,Lebanon,Tennessee,South,OFF-PA-10001033,Office Supplies,Paper,163.96,5,0.2,59.4355,Profit,36.25,TRUE
15-09-2020,US-2017-116652,Standard Class,RD-19480,Consumer,San Francisco,California,West,FUR-CH-10002961,Furniture,Chairs,218.352,3,0.2,0,Loss,0,TRUE
15-09-2020,US-2017-116652,Standard Class,RD-19480,Consumer,San Francisco,California,West,FUR-FU-10001488,Furniture,Furnishings,529.9,5,0,105.98,Profit,20,FALSE
15-09-2020,US-2017-116652,Standard Class,RD-19480,Consumer,San Francisco,California,West,OFF-AR-10001915,Office Supplies,Art,99.3,10,0,41.706,Profit,42,FALSE
15-09-2020,US-2017-116652,Standard Class,RD-19480,Consumer,San Francisco,California,West,OFF-AP-10001205,Office Supplies,Appliances,108.96,2,0,30.5088,Profit,28,FALSE
15-09-2020,US-2017-116652,Standard Class,RD-19480,Consumer,San Francisco,California,West,OFF-BI-10004528,Office Supplies,Binders,2.688,1,0.2,0.84,Profit,31.25,TRUE
15-09-2020,CA-2017-124205,Standard Class,TC-21145,Corporate,Lakewood,New Jersey,East,FUR-FU-10002445,Furniture,Furnishings,47.4,5,0,18.96,Profit,40,FALSE
15-09-2020,CA-2017-124205,Standard Class,TC-21145,Corporate,Lakewood,New Jersey,East,FUR-CH-10003606,Furniture,Chairs,512.96,4,0,143.6288,Profit,28,FALSE
15-09-2020,CA-2017-124205,Standard Class,TC-21145,Corporate,Lakewood,New Jersey,East,TEC-PH-10002115,Technology,Phones,395.94,6,0,102.9444,Profit,26,FALSE
15-09-2020,CA-2017-124205,Standard Class,TC-21145,Corporate,Lakewood,New Jersey,East,OFF-ST-10000934,Office Supplies,Storage,81.96,2,0,0,Loss,0,FALSE
15-09-2020,CA-2017-146185,Standard Class,CC-12145,Consumer,Houston,Texas,Central,OFF-AR-10002987,Office Supplies,Art,31.744,2,0.2,8.3328,Profit,26.25,TRUE
15-09-2020,CA-2017-134418,Standard Class,GM-14500,Consumer,Seattle,Washington,West,OFF-AR-10004441,Office Supplies,Art,12.42,3,0,5.2164,Profit,42,FALSE
15-09-2020,CA-2017-139822,Standard Class,Dp-13240,Home Office,Waterbury,Connecticut,East,OFF-ST-10000943,Office Supplies,Storage,38.62,2,0,10.8136,Profit,28,FALSE
15-09-2020,CA-2017-139822,Standard Class,Dp-13240,Home Office,Waterbury,Connecticut,East,TEC-AC-10001090,Technology,Accessories,59.98,2,0,10.7964,Profit,18,FALSE
15-09-2020,CA-2017-165008,Second Class,DO-13645,Consumer,Salt Lake City,Utah,West,OFF-BI-10002794,Office Supplies,Binders,295.056,9,0.2,106.9578,Profit,36.25,TRUE
15-09-2020,CA-2017-127096,Second Class,CS-12400,Home Office,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,300.904,1,0.2,11.2839,Profit,3.75,TRUE
16-09-2020,CA-2017-118136,First Class,BB-10990,Corporate,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,8.82,2,0,4.0572,Profit,46,FALSE
16-09-2020,CA-2017-118136,First Class,BB-10990,Corporate,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,5.98,1,0,1.5548,Profit,26,FALSE
16-09-2020,CA-2017-144113,Standard Class,JF-15355,Consumer,Austin,Texas,Central,OFF-EN-10001141,Office Supplies,Envelopes,17.568,2,0.2,6.3684,Profit,36.25,TRUE
16-09-2020,CA-2017-144113,Standard Class,JF-15355,Consumer,Austin,Texas,Central,TEC-PH-10002170,Technology,Phones,55.992,1,0.2,5.5992,Profit,10,TRUE
16-09-2020,CA-2017-134173,Standard Class,AB-10060,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10004355,Office Supplies,Paper,20.736,4,0.2,7.2576,Profit,35,TRUE
16-09-2020,CA-2017-136448,First Class,AS-10090,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10001109,Technology,Accessories,71.976,3,0.2,19.7934,Profit,27.5,TRUE
16-09-2020,CA-2017-136448,First Class,AS-10090,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003832,Furniture,Furnishings,22.512,3,0.2,2.2512,Profit,10,TRUE
16-09-2020,CA-2017-136448,First Class,AS-10090,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10002393,Office Supplies,Binders,3.444,2,0.7,-2.7552,Loss,-80,TRUE
16-09-2020,CA-2017-136448,First Class,AS-10090,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001359,Office Supplies,Binders,538.194,2,0.7,-412.6154,Loss,-76.66666667,TRUE
16-09-2020,CA-2017-136448,First Class,AS-10090,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10003628,Technology,Accessories,47.984,2,0.2,14.3952,Profit,30,TRUE
16-09-2020,CA-2017-112984,Second Class,EH-14185,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003657,Office Supplies,Paper,20.544,6,0.2,6.42,Profit,31.25,TRUE
16-09-2020,CA-2017-130715,Standard Class,CY-12745,Corporate,San Francisco,California,West,OFF-FA-10000621,Office Supplies,Fasteners,17.9,5,0,8.771,Profit,49,FALSE
16-09-2020,CA-2017-141446,Second Class,CL-12700,Home Office,Florence,Kentucky,South,TEC-AC-10002305,Technology,Accessories,18,1,0,3.24,Profit,18,FALSE
17-09-2020,CA-2017-137470,Same Day,TP-21415,Consumer,Seattle,Washington,West,OFF-PA-10002001,Office Supplies,Paper,12.96,2,0,6.3504,Profit,49,FALSE
17-09-2020,CA-2017-157931,Second Class,MO-17800,Home Office,Roswell,Georgia,South,FUR-CH-10000785,Furniture,Chairs,723.92,4,0,188.2192,Profit,26,FALSE
17-09-2020,CA-2017-157931,Second Class,MO-17800,Home Office,Roswell,Georgia,South,OFF-PA-10000474,Office Supplies,Paper,106.32,3,0,49.9704,Profit,47,FALSE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-BI-10000829,Office Supplies,Binders,10.776,3,0.2,3.5022,Profit,32.5,TRUE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-BI-10003712,Office Supplies,Binders,11.784,3,0.2,4.2717,Profit,36.25,TRUE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-PA-10000062,Office Supplies,Paper,164.88,3,0,80.7912,Profit,49,FALSE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,FUR-BO-10003404,Furniture,Bookcases,1292.94,3,0,77.5764,Profit,6,FALSE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-BI-10004233,Office Supplies,Binders,25.584,2,0.2,8.9544,Profit,35,TRUE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-ST-10001272,Office Supplies,Storage,261.74,2,0,65.435,Profit,25,FALSE
17-09-2020,CA-2017-112515,Second Class,AS-10225,Corporate,Provo,Utah,West,OFF-LA-10001175,Office Supplies,Labels,14.4,5,0,7.056,Profit,49,FALSE
17-09-2020,CA-2017-105669,Second Class,SJ-20125,Home Office,Houston,Texas,Central,OFF-AR-10000390,Office Supplies,Art,9.912,3,0.2,3.2214,Profit,32.5,TRUE
17-09-2020,CA-2017-105669,Second Class,SJ-20125,Home Office,Houston,Texas,Central,FUR-CH-10003774,Furniture,Chairs,318.43,5,0.3,-77.333,Loss,-24.28571429,TRUE
17-09-2020,CA-2017-105669,Second Class,SJ-20125,Home Office,Houston,Texas,Central,TEC-PH-10002415,Technology,Phones,1415.76,6,0.2,88.485,Profit,6.25,TRUE
17-09-2020,CA-2017-126928,Standard Class,GZ-14470,Consumer,Morristown,New Jersey,East,TEC-MA-10004626,Technology,Machines,480,4,0,225.6,Profit,47,FALSE
17-09-2020,CA-2017-126928,Standard Class,GZ-14470,Consumer,Morristown,New Jersey,East,OFF-ST-10000615,Office Supplies,Storage,34.05,3,0,9.534,Profit,28,FALSE
17-09-2020,CA-2017-142293,First Class,SC-20380,Consumer,Boise,Idaho,West,TEC-AC-10001109,Technology,Accessories,89.97,3,0,37.7874,Profit,42,FALSE
18-09-2020,CA-2017-106180,Standard Class,SH-19975,Corporate,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,8.82,3,0,2.3814,Profit,27,FALSE
18-09-2020,CA-2017-106180,Standard Class,SH-19975,Corporate,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0,5.1042,Profit,47,FALSE
18-09-2020,CA-2017-106180,Standard Class,SH-19975,Corporate,San Francisco,California,West,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976,Profit,48,FALSE
18-09-2020,CA-2017-133333,Standard Class,BF-11020,Corporate,Green Bay,Wisconsin,Central,OFF-PA-10002377,Office Supplies,Paper,22.72,4,0,10.224,Profit,45,FALSE
18-09-2020,CA-2017-131016,First Class,DC-12850,Consumer,Arlington,Texas,Central,OFF-AR-10000122,Office Supplies,Art,8.928,2,0.2,0.558,Profit,6.25,TRUE
18-09-2020,CA-2017-131016,First Class,DC-12850,Consumer,Arlington,Texas,Central,OFF-ST-10000352,Office Supplies,Storage,47.584,2,0.2,-2.974,Loss,-6.25,TRUE
18-09-2020,CA-2017-148068,Standard Class,MM-18280,Corporate,New York City,New York,East,OFF-PA-10001639,Office Supplies,Paper,19.44,3,0,9.3312,Profit,48,FALSE
18-09-2020,CA-2017-148068,Standard Class,MM-18280,Corporate,New York City,New York,East,FUR-FU-10002268,Furniture,Furnishings,9.82,2,0,3.2406,Profit,33,FALSE
18-09-2020,CA-2017-134439,Second Class,TM-21010,Consumer,Grand Island,Nebraska,Central,OFF-PA-10004082,Office Supplies,Paper,15.96,2,0,7.98,Profit,50,FALSE
18-09-2020,CA-2017-166856,Standard Class,TS-21505,Consumer,Clovis,New Mexico,West,OFF-BI-10002012,Office Supplies,Binders,10.08,7,0.2,3.528,Profit,35,TRUE
18-09-2020,CA-2017-166856,Standard Class,TS-21505,Consumer,Clovis,New Mexico,West,TEC-AC-10004992,Technology,Accessories,101.34,3,0,8.1072,Profit,8,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,TEC-PH-10001552,Technology,Phones,95.68,8,0,26.7904,Profit,28,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,OFF-PA-10000673,Office Supplies,Paper,50.96,7,0,24.4608,Profit,48,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,OFF-AR-10000380,Office Supplies,Art,113.94,3,0,34.182,Profit,30,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,OFF-PA-10003848,Office Supplies,Paper,25.92,4,0,12.4416,Profit,48,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,FUR-FU-10002963,Furniture,Furnishings,20.32,4,0,6.9088,Profit,34,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,TEC-PH-10002447,Technology,Phones,411.98,2,0,119.4742,Profit,29,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,OFF-SU-10004261,Office Supplies,Supplies,34.48,2,0,9.9992,Profit,29,FALSE
18-09-2020,CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,OFF-PA-10003228,Office Supplies,Paper,244.55,5,0,114.9385,Profit,47,FALSE
18-09-2020,CA-2017-140508,First Class,PA-19060,Home Office,Dallas,Texas,Central,OFF-EN-10000927,Office Supplies,Envelopes,114.848,4,0.2,35.89,Profit,31.25,TRUE
19-09-2020,CA-2017-139619,Standard Class,ES-14080,Corporate,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.5616,Profit,10,TRUE
19-09-2020,CA-2017-143378,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,TEC-PH-10001425,Technology,Phones,191.976,3,0.2,19.1976,Profit,10,TRUE
19-09-2020,CA-2017-143378,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,OFF-AR-10001915,Office Supplies,Art,23.832,3,0.2,6.5538,Profit,27.5,TRUE
19-09-2020,CA-2017-143378,Standard Class,JR-16210,Corporate,Springfield,Oregon,West,FUR-FU-10004864,Furniture,Furnishings,409.216,8,0.2,61.3824,Profit,15,TRUE
19-09-2020,US-2017-148866,Standard Class,JM-15535,Consumer,New York City,New York,East,OFF-PA-10004782,Office Supplies,Paper,32.4,5,0,15.552,Profit,48,FALSE
19-09-2020,CA-2017-102974,Standard Class,DP-13105,Corporate,Los Angeles,California,West,TEC-AC-10000057,Technology,Accessories,149.95,5,0,31.4895,Profit,21,FALSE
19-09-2020,CA-2017-102974,Standard Class,DP-13105,Corporate,Los Angeles,California,West,OFF-AR-10000914,Office Supplies,Art,23.32,2,0,6.0632,Profit,26,FALSE
19-09-2020,CA-2017-102974,Standard Class,DP-13105,Corporate,Los Angeles,California,West,OFF-AR-10004956,Office Supplies,Art,16.74,3,0,4.8546,Profit,29,FALSE
19-09-2020,CA-2017-139787,Standard Class,JP-16135,Home Office,Columbus,Georgia,South,OFF-AR-10002445,Office Supplies,Art,35.4,5,0,13.452,Profit,38,FALSE
19-09-2020,CA-2017-153822,Standard Class,AB-10105,Consumer,Phoenix,Arizona,West,OFF-ST-10000321,Office Supplies,Storage,12.624,2,0.2,-2.5248,Loss,-20,TRUE
19-09-2020,CA-2017-153822,Standard Class,AB-10105,Consumer,Phoenix,Arizona,West,TEC-AC-10000109,Technology,Accessories,89.584,2,0.2,4.4792,Profit,5,TRUE
19-09-2020,CA-2017-153822,Standard Class,AB-10105,Consumer,Phoenix,Arizona,West,TEC-PH-10002415,Technology,Phones,471.92,2,0.2,29.495,Profit,6.25,TRUE
19-09-2020,CA-2017-153822,Standard Class,AB-10105,Consumer,Phoenix,Arizona,West,OFF-BI-10001460,Office Supplies,Binders,18.18,4,0.7,-13.938,Loss,-76.66666667,TRUE
19-09-2020,CA-2017-160801,Same Day,FG-14260,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10001132,Office Supplies,Binders,4.842,3,0.7,-3.3894,Loss,-70,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10003846,Furniture,Chairs,272.646,3,0.1,18.1764,Profit,6.666666667,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10002647,Technology,Accessories,212.8,2,0,95.76,Profit,45,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-PA-10000807,Office Supplies,Paper,38.52,9,0,18.1044,Profit,47,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10001465,Technology,Accessories,72.64,2,0,21.792,Profit,30,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-ST-10000615,Office Supplies,Storage,45.4,4,0,12.712,Profit,28,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,13.76,2,0,6.3296,Profit,46,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10003061,Furniture,Chairs,80.991,1,0.1,8.0991,Profit,10,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,11.784,3,0.2,3.9771,Profit,33.75,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,4.36,2,0,1.7876,Profit,41,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10004086,Furniture,Chairs,2888.127,11,0.1,609.7157,Profit,21.11111111,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-PH-10002885,Technology,Phones,1299.66,2,0,350.9082,Profit,27,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,FUR-CH-10001215,Furniture,Chairs,2254.41,5,0.1,375.735,Profit,16.66666667,TRUE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-PH-10000215,Technology,Phones,104.85,3,0,28.3095,Profit,27,FALSE
20-09-2020,CA-2017-100111,Standard Class,SV-20365,Consumer,New York City,New York,East,TEC-AC-10001998,Technology,Accessories,59.97,3,0,20.3898,Profit,34,FALSE
21-09-2020,CA-2017-151428,Standard Class,RH-19495,Consumer,Rochester,Minnesota,Central,OFF-BI-10000546,Office Supplies,Binders,20.16,7,0,9.8784,Profit,49,FALSE
21-09-2020,CA-2017-123351,Standard Class,KT-16480,Consumer,Columbus,Georgia,South,OFF-AP-10001242,Office Supplies,Appliances,80.48,1,0,24.144,Profit,30,FALSE
21-09-2020,CA-2017-169817,Standard Class,EB-13870,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004141,Office Supplies,Binders,1.908,2,0.7,-1.5264,Loss,-80,TRUE
21-09-2020,CA-2017-132262,First Class,ML-18265,Consumer,Seattle,Washington,West,TEC-AC-10000158,Technology,Accessories,71.98,2,0,15.1158,Profit,21,FALSE
21-09-2020,CA-2017-132262,First Class,ML-18265,Consumer,Seattle,Washington,West,TEC-AC-10000303,Technology,Accessories,79.98,2,0,26.3934,Profit,33,FALSE
21-09-2020,US-2017-146878,Standard Class,DL-12865,Consumer,Miami,Florida,South,OFF-BI-10002794,Office Supplies,Binders,12.294,1,0.7,-8.6058,Loss,-70,TRUE
21-09-2020,CA-2017-165155,First Class,BM-11575,Corporate,Los Angeles,California,West,OFF-ST-10004950,Office Supplies,Storage,15.51,1,0,3.8775,Profit,25,FALSE
21-09-2020,CA-2017-133074,Standard Class,DB-13615,Consumer,San Francisco,California,West,OFF-PA-10004082,Office Supplies,Paper,55.86,7,0,27.93,Profit,50,FALSE
22-09-2020,CA-2017-166317,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,OFF-PA-10004475,Office Supplies,Paper,219.84,4,0,107.7216,Profit,49,FALSE
22-09-2020,CA-2017-166317,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,TEC-AC-10004510,Technology,Accessories,98.16,6,0,9.816,Profit,10,FALSE
22-09-2020,CA-2017-166317,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,OFF-BI-10002976,Office Supplies,Binders,33.04,8,0,15.5288,Profit,47,FALSE
22-09-2020,CA-2017-166317,Standard Class,JE-15610,Corporate,Milwaukee,Wisconsin,Central,TEC-PH-10001615,Technology,Phones,86.97,3,0,25.2213,Profit,29,FALSE
22-09-2020,CA-2017-158379,Second Class,JA-15970,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10002498,Office Supplies,Binders,5.607,1,0.7,-4.2987,Loss,-76.66666667,TRUE
22-09-2020,CA-2017-158379,Second Class,JA-15970,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10002926,Technology,Accessories,79.984,2,0.2,22.9954,Profit,28.75,TRUE
22-09-2020,CA-2017-167381,Second Class,EH-14005,Home Office,Lansing,Michigan,Central,FUR-BO-10001972,Furniture,Bookcases,241.96,2,0,41.1332,Profit,17,FALSE
22-09-2020,CA-2017-167381,Second Class,EH-14005,Home Office,Lansing,Michigan,Central,OFF-LA-10000134,Office Supplies,Labels,27.72,9,0,13.3056,Profit,48,FALSE
22-09-2020,US-2017-108245,Standard Class,SH-19975,Corporate,Pearland,Texas,Central,OFF-EN-10001415,Office Supplies,Envelopes,13.392,3,0.2,5.022,Profit,37.5,TRUE
22-09-2020,CA-2017-161053,First Class,JE-15745,Consumer,Fayetteville,Arkansas,South,OFF-BI-10004318,Office Supplies,Binders,691.96,4,0,318.3016,Profit,46,FALSE
22-09-2020,CA-2017-161053,First Class,JE-15745,Consumer,Fayetteville,Arkansas,South,TEC-AC-10004633,Technology,Accessories,34.95,5,0,15.378,Profit,44,FALSE
22-09-2020,US-2017-103226,Standard Class,DW-13195,Corporate,Albuquerque,New Mexico,West,OFF-PA-10002666,Office Supplies,Paper,27.18,3,0,12.231,Profit,45,FALSE
22-09-2020,CA-2017-122196,First Class,CA-12265,Consumer,Wilmington,Delaware,East,TEC-PH-10004977,Technology,Phones,391.98,2,0,113.6742,Profit,29,FALSE
22-09-2020,CA-2017-102967,Standard Class,MG-17890,Home Office,Concord,New Hampshire,East,OFF-ST-10001590,Office Supplies,Storage,67.4,5,0,17.524,Profit,26,FALSE
22-09-2020,CA-2017-136000,Second Class,SC-20440,Corporate,New York City,New York,East,OFF-BI-10004828,Office Supplies,Binders,40.176,3,0.2,14.5638,Profit,36.25,TRUE
22-09-2020,CA-2017-161970,Standard Class,PB-19105,Consumer,Smyrna,Georgia,South,OFF-PA-10004255,Office Supplies,Paper,12.96,2,0,6.2208,Profit,48,FALSE
22-09-2020,CA-2017-161970,Standard Class,PB-19105,Consumer,Smyrna,Georgia,South,OFF-AR-10003896,Office Supplies,Art,17.94,3,0,6.4584,Profit,36,FALSE
22-09-2020,CA-2017-117009,Standard Class,BK-11260,Consumer,Santa Ana,California,West,OFF-SU-10001218,Office Supplies,Supplies,21.96,2,0,6.1488,Profit,28,FALSE
22-09-2020,CA-2017-162789,Second Class,LC-17140,Consumer,New York City,New York,East,TEC-AC-10002842,Technology,Accessories,1071,9,0,171.36,Profit,16,FALSE
22-09-2020,CA-2017-162789,Second Class,LC-17140,Consumer,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,12.07,1,0,3.9831,Profit,33,FALSE
23-09-2020,CA-2017-132521,Second Class,DW-13540,Consumer,Seattle,Washington,West,OFF-AP-10002191,Office Supplies,Appliances,119.96,2,0,33.5888,Profit,28,FALSE
23-09-2020,CA-2017-132521,Second Class,DW-13540,Consumer,Seattle,Washington,West,OFF-ST-10001325,Office Supplies,Storage,31.44,3,0,8.4888,Profit,27,FALSE
23-09-2020,CA-2017-132521,Second Class,DW-13540,Consumer,Seattle,Washington,West,OFF-BI-10000404,Office Supplies,Binders,6.88,1,0.2,2.322,Profit,33.75,TRUE
23-09-2020,CA-2017-121412,Standard Class,BG-11695,Corporate,Louisville,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,29.328,3,0.2,3.666,Profit,12.5,TRUE
23-09-2020,CA-2017-117485,Standard Class,BD-11320,Consumer,Tulsa,Oklahoma,Central,TEC-AC-10004659,Technology,Accessories,291.96,4,0,102.186,Profit,35,FALSE
23-09-2020,CA-2017-138422,First Class,KN-16705,Home Office,Fort Collins,Colorado,West,OFF-EN-10004147,Office Supplies,Envelopes,14.352,3,0.2,5.2026,Profit,36.25,TRUE
23-09-2020,US-2017-132059,Standard Class,AP-10915,Consumer,Fort Collins,Colorado,West,TEC-AC-10003280,Technology,Accessories,47.984,2,0.2,0.5998,Profit,1.25,TRUE
